Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD7960,Surat,PQR College,3rd,Data Science,Whatsapp
LD7961,Mumbai,PQR College,4th,Data Science,Google Form
LD7962,Mumbai,ABC Institute,1st,Web Development,LinkedIn
LD7963,Chennai,ABC Institute,4th,Data Science,Mass-Mailing
LD7964,Surat,XYZ University,1st,AI,College Collaboration
LD7965,Mumbai,DEF Academy,4th,Data Science,Mass-Mailing
LD7966,Kolkata,PQR College,4th,Data Science,Whatsapp
LD7967,Delhi,GHI University,4th,Data Science,Google Form
LD7968,Delhi,XYZ University,2nd,Data Science,Instagram
LD7969,Kolkata,PQR College,4th,AI,College Collaboration
LD7970,Mumbai,ABC Institute,3rd,Robotics,Mass-Mailing
LD7971,Mumbai,XYZ University,4th,AI,Google Form
LD7972,Chennai,GHI University,4th,AI,Mass-Mailing
LD7973,Kolkata,ABC Institute,4th,Data Science,Instagram
LD7974,Delhi,ABC Institute,2nd,Electric Vehicle,Mass-Mailing
LD7975,Pune,DEF Academy,4th,Web Development,Mass-Mailing
LD7976,Surat,DEF Academy,1st,Electric Vehicle,Google Form
LD7977,Surat,XYZ University,1st,AI,LinkedIn
LD7978,Kolkata,PQR College,4th,Electric Vehicle,Whatsapp
LD7979,Surat,DEF Academy,1st,Electric Vehicle,Whatsapp
LD7980,Chennai,PQR College,3rd,Data Science,Google Form
LD7981,Pune,DEF Academy,3rd,Electric Vehicle,Whatsapp
LD7982,Delhi,DEF Academy,4th,AI,LinkedIn
LD7983,Surat,PQR College,4th,AI,Whatsapp
LD7984,Pune,PQR College,1st,Electric Vehicle,College Collaboration
LD7985,Pune,ABC Institute,3rd,Robotics,Google Form
LD7986,Kolkata,DEF Academy,1st,Robotics,LinkedIn
LD7987,Pune,PQR College,1st,AI,Whatsapp
LD7988,Ahmedabad,ABC Institute,1st,Electric Vehicle,Google Form
LD7989,Pune,DEF Academy,3rd,Web Development,Whatsapp
LD7990,Delhi,PQR College,3rd,AI,College Collaboration
LD7991,Mumbai,PQR College,2nd,AI,Mass-Mailing
LD7992,Delhi,GHI University,3rd,Web Development,Instagram
LD7993,Kolkata,ABC Institute,4th,Robotics,Mass-Mailing
LD7994,Kolkata,ABC Institute,3rd,AI,LinkedIn
LD7995,Surat,ABC Institute,4th,Data Science,Whatsapp
LD7996,Ahmedabad,XYZ University,2nd,Electric Vehicle,Mass-Mailing
LD7997,Chennai,GHI University,3rd,Electric Vehicle,Google Form
LD7998,Surat,GHI University,1st,AI,Mass-Mailing
LD7999,Mumbai,PQR College,3rd,Data Science,LinkedIn
LD8000,Delhi,DEF Academy,1st,Data Science,Whatsapp
LD8001,Pune,XYZ University,2nd,Data Science,Whatsapp
LD8002,Chennai,ABC Institute,2nd,Data Science,College Collaboration
LD8003,Delhi,XYZ University,3rd,Robotics,Whatsapp
LD8004,Delhi,XYZ University,4th,Web Development,Mass-Mailing
LD8005,Mumbai,XYZ University,3rd,AI,Google Form
LD8006,Surat,PQR College,2nd,Web Development,Instagram
LD8007,Chennai,ABC Institute,4th,Web Development,College Collaboration
LD8008,Pune,XYZ University,1st,Web Development,College Collaboration
LD8009,Kolkata,DEF Academy,1st,Data Science,Mass-Mailing
LD8010,Mumbai,XYZ University,4th,Web Development,Whatsapp
LD8011,Ahmedabad,PQR College,4th,AI,Instagram
LD8012,Kolkata,GHI University,3rd,Data Science,College Collaboration
LD8013,Mumbai,XYZ University,1st,AI,Instagram
LD8014,Kolkata,DEF Academy,3rd,Electric Vehicle,Google Form
LD8015,Kolkata,PQR College,2nd,Data Science,Instagram
LD8016,Pune,XYZ University,1st,AI,Whatsapp
LD8017,Chennai,ABC Institute,1st,Web Development,Google Form
LD8018,Ahmedabad,ABC Institute,2nd,Robotics,Instagram
LD8019,Surat,ABC Institute,2nd,Data Science,Whatsapp
LD8020,Mumbai,XYZ University,1st,Data Science,Whatsapp
LD8021,Pune,GHI University,2nd,Data Science,LinkedIn
LD8022,Chennai,ABC Institute,3rd,Electric Vehicle,Google Form
LD8023,Mumbai,DEF Academy,4th,Robotics,Whatsapp
LD8024,Kolkata,PQR College,1st,Robotics,College Collaboration
LD8025,Kolkata,PQR College,1st,Web Development,College Collaboration
LD8026,Ahmedabad,ABC Institute,1st,Electric Vehicle,Mass-Mailing
LD8027,Chennai,GHI University,3rd,Data Science,Whatsapp
LD8028,Kolkata,PQR College,3rd,Electric Vehicle,Google Form
LD8029,Kolkata,PQR College,4th,Web Development,College Collaboration
LD8030,Kolkata,DEF Academy,2nd,Web Development,LinkedIn
LD8031,Surat,ABC Institute,4th,Robotics,Mass-Mailing
LD8032,Delhi,XYZ University,1st,Data Science,Instagram
LD8033,Chennai,GHI University,2nd,Data Science,Whatsapp
LD8034,Mumbai,XYZ University,3rd,Web Development,College Collaboration
LD8035,Delhi,PQR College,4th,Electric Vehicle,College Collaboration
LD8036,Ahmedabad,PQR College,4th,Electric Vehicle,LinkedIn
LD8037,Delhi,PQR College,1st,AI,College Collaboration
LD8038,Chennai,PQR College,3rd,AI,Google Form
LD8039,Surat,GHI University,2nd,Web Development,Instagram
LD8040,Pune,ABC Institute,3rd,Electric Vehicle,Instagram
LD8041,Kolkata,ABC Institute,1st,AI,Instagram
LD8042,Delhi,PQR College,4th,Electric Vehicle,Whatsapp
LD8043,Kolkata,PQR College,4th,Robotics,Whatsapp
LD8044,Mumbai,GHI University,1st,Robotics,LinkedIn
LD8045,Surat,PQR College,3rd,Electric Vehicle,College Collaboration
LD8046,Mumbai,ABC Institute,3rd,Robotics,Whatsapp
LD8047,Pune,GHI University,1st,Web Development,College Collaboration
LD8048,Chennai,XYZ University,3rd,Web Development,LinkedIn
LD8049,Delhi,DEF Academy,3rd,Electric Vehicle,Whatsapp
LD8050,Mumbai,GHI University,1st,Robotics,Mass-Mailing
LD8051,Mumbai,DEF Academy,4th,Data Science,College Collaboration
LD8052,Ahmedabad,ABC Institute,2nd,AI,Instagram
LD8053,Chennai,DEF Academy,1st,Robotics,Google Form
LD8054,Kolkata,GHI University,4th,Web Development,LinkedIn
LD8055,Chennai,ABC Institute,4th,Robotics,College Collaboration
LD8056,Ahmedabad,XYZ University,2nd,Electric Vehicle,Whatsapp
LD8057,Chennai,DEF Academy,1st,Data Science,Instagram
LD8058,Mumbai,DEF Academy,4th,AI,Instagram
LD8059,Pune,PQR College,2nd,AI,Whatsapp
LD8060,Mumbai,DEF Academy,1st,Web Development,Google Form
LD8061,Pune,PQR College,1st,Web Development,Google Form
LD8062,Chennai,DEF Academy,3rd,Data Science,Whatsapp
LD8063,Kolkata,GHI University,4th,Data Science,College Collaboration
LD8064,Surat,PQR College,3rd,Robotics,Whatsapp
LD8065,Mumbai,PQR College,1st,Data Science,Mass-Mailing
LD8066,Surat,ABC Institute,3rd,Electric Vehicle,Instagram
LD8067,Delhi,PQR College,2nd,AI,Instagram
LD8068,Delhi,PQR College,2nd,Electric Vehicle,Whatsapp
LD8069,Delhi,PQR College,4th,Data Science,Instagram
LD8070,Ahmedabad,DEF Academy,2nd,Electric Vehicle,College Collaboration
LD8071,Chennai,XYZ University,2nd,AI,College Collaboration
LD8072,Chennai,GHI University,2nd,Robotics,Mass-Mailing
LD8073,Chennai,DEF Academy,3rd,Electric Vehicle,Instagram
LD8074,Delhi,XYZ University,1st,Data Science,College Collaboration
LD8075,Pune,DEF Academy,4th,Data Science,Whatsapp
LD8076,Pune,GHI University,4th,AI,College Collaboration
LD8077,Ahmedabad,XYZ University,2nd,Web Development,LinkedIn
LD8078,Chennai,PQR College,4th,Web Development,Instagram
LD8079,Kolkata,DEF Academy,3rd,Data Science,Google Form
LD8080,Pune,GHI University,2nd,Electric Vehicle,Mass-Mailing
LD8081,Surat,DEF Academy,4th,Data Science,Google Form
LD8082,Pune,ABC Institute,3rd,AI,Instagram
LD8083,Ahmedabad,XYZ University,2nd,Electric Vehicle,Instagram
LD8084,Kolkata,XYZ University,4th,Data Science,Whatsapp
LD8085,Kolkata,PQR College,4th,AI,College Collaboration
LD8086,Ahmedabad,XYZ University,2nd,AI,Whatsapp
LD8087,Chennai,GHI University,2nd,Data Science,Whatsapp
LD8088,Ahmedabad,PQR College,3rd,Robotics,Google Form
LD8089,Chennai,DEF Academy,2nd,Web Development,LinkedIn
LD8090,Mumbai,PQR College,2nd,Web Development,Mass-Mailing
LD8091,Surat,GHI University,1st,Electric Vehicle,Whatsapp
LD8092,Surat,DEF Academy,2nd,Robotics,Whatsapp
LD8093,Mumbai,PQR College,2nd,Web Development,Instagram
LD8094,Pune,ABC Institute,2nd,Electric Vehicle,Mass-Mailing
LD8095,Mumbai,GHI University,3rd,Data Science,Instagram
LD8096,Pune,ABC Institute,4th,Web Development,College Collaboration
LD8097,Ahmedabad,XYZ University,1st,Robotics,Mass-Mailing
LD8098,Delhi,DEF Academy,2nd,Robotics,Google Form
LD8099,Pune,GHI University,3rd,Electric Vehicle,Instagram
LD8100,Surat,GHI University,2nd,Web Development,Whatsapp
LD8101,Delhi,GHI University,1st,Robotics,Whatsapp
LD8102,Ahmedabad,ABC Institute,2nd,Web Development,Instagram
LD8103,Pune,GHI University,1st,AI,LinkedIn
LD8104,Surat,DEF Academy,4th,Robotics,Google Form
LD8105,Ahmedabad,ABC Institute,1st,Data Science,Instagram
LD8106,Ahmedabad,DEF Academy,4th,AI,College Collaboration
LD8107,Pune,PQR College,1st,Data Science,Instagram
LD8108,Delhi,ABC Institute,1st,Robotics,College Collaboration
LD8109,Chennai,GHI University,2nd,Web Development,College Collaboration
LD8110,Delhi,XYZ University,1st,Data Science,Whatsapp
LD8111,Pune,GHI University,1st,Web Development,Mass-Mailing
LD8112,Kolkata,PQR College,1st,Electric Vehicle,Google Form
LD8113,Delhi,GHI University,4th,Web Development,College Collaboration
LD8114,Pune,GHI University,2nd,AI,Google Form
LD8115,Mumbai,PQR College,4th,Robotics,Mass-Mailing
LD8116,Ahmedabad,PQR College,4th,Data Science,Mass-Mailing
LD8117,Chennai,DEF Academy,2nd,Electric Vehicle,College Collaboration
LD8118,Surat,DEF Academy,2nd,Web Development,Google Form
LD8119,Mumbai,PQR College,1st,Web Development,Instagram
LD8120,Ahmedabad,PQR College,4th,Data Science,Whatsapp
LD8121,Surat,ABC Institute,3rd,Web Development,Instagram
LD8122,Chennai,ABC Institute,4th,Electric Vehicle,Whatsapp
LD8123,Delhi,PQR College,4th,Electric Vehicle,Instagram
LD8124,Pune,XYZ University,3rd,Web Development,LinkedIn
LD8125,Kolkata,GHI University,2nd,Electric Vehicle,Google Form
LD8126,Delhi,XYZ University,3rd,Data Science,Mass-Mailing
LD8127,Chennai,PQR College,1st,Robotics,Mass-Mailing
LD8128,Delhi,XYZ University,1st,Electric Vehicle,LinkedIn
LD8129,Chennai,ABC Institute,1st,Electric Vehicle,College Collaboration
LD8130,Ahmedabad,ABC Institute,2nd,Robotics,Instagram
LD8131,Pune,DEF Academy,4th,Electric Vehicle,Whatsapp
LD8132,Surat,XYZ University,3rd,Web Development,Mass-Mailing
LD8133,Surat,DEF Academy,4th,Web Development,Google Form
LD8134,Ahmedabad,DEF Academy,3rd,Electric Vehicle,LinkedIn
LD8135,Surat,DEF Academy,1st,Electric Vehicle,Google Form
LD8136,Chennai,GHI University,2nd,AI,Instagram
LD8137,Chennai,PQR College,4th,Robotics,College Collaboration
LD8138,Mumbai,GHI University,3rd,AI,Mass-Mailing
LD8139,Delhi,XYZ University,4th,Data Science,Mass-Mailing
LD8140,Mumbai,GHI University,1st,Electric Vehicle,LinkedIn
LD8141,Delhi,DEF Academy,2nd,AI,Mass-Mailing
LD8142,Ahmedabad,PQR College,2nd,AI,Instagram
LD8143,Chennai,GHI University,4th,Data Science,LinkedIn
LD8144,Delhi,DEF Academy,4th,Electric Vehicle,College Collaboration
LD8145,Chennai,ABC Institute,4th,AI,LinkedIn
LD8146,Pune,DEF Academy,2nd,Web Development,LinkedIn
LD8147,Surat,XYZ University,4th,Web Development,LinkedIn
LD8148,Delhi,ABC Institute,1st,Data Science,LinkedIn
LD8149,Surat,PQR College,1st,Electric Vehicle,LinkedIn
LD8150,Mumbai,ABC Institute,3rd,Electric Vehicle,Whatsapp
LD8151,Mumbai,PQR College,1st,Web Development,Whatsapp
LD8152,Pune,GHI University,3rd,AI,College Collaboration
LD8153,Mumbai,GHI University,3rd,Electric Vehicle,Instagram
LD8154,Chennai,XYZ University,1st,Data Science,Google Form
LD8155,Pune,ABC Institute,1st,Data Science,College Collaboration
LD8156,Surat,DEF Academy,2nd,Robotics,LinkedIn
LD8157,Chennai,GHI University,1st,Web Development,Whatsapp
LD8158,Chennai,ABC Institute,4th,AI,Whatsapp
LD8159,Kolkata,GHI University,4th,Robotics,Google Form
LD8160,Ahmedabad,ABC Institute,2nd,Robotics,Whatsapp
LD8161,Delhi,DEF Academy,4th,Electric Vehicle,Mass-Mailing
LD8162,Delhi,PQR College,3rd,Data Science,Whatsapp
LD8163,Pune,ABC Institute,2nd,Electric Vehicle,Mass-Mailing
LD8164,Surat,ABC Institute,2nd,Data Science,Instagram
LD8165,Ahmedabad,GHI University,2nd,Robotics,LinkedIn
LD8166,Surat,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD8167,Mumbai,ABC Institute,4th,AI,Mass-Mailing
LD8168,Chennai,ABC Institute,4th,Robotics,LinkedIn
LD8169,Ahmedabad,PQR College,4th,Electric Vehicle,Mass-Mailing
LD8170,Pune,DEF Academy,3rd,Web Development,College Collaboration
LD8171,Mumbai,GHI University,4th,Web Development,Google Form
LD8172,Pune,GHI University,3rd,Data Science,LinkedIn
LD8173,Mumbai,PQR College,1st,Data Science,Whatsapp
LD8174,Ahmedabad,ABC Institute,1st,Robotics,Google Form
LD8175,Delhi,PQR College,1st,AI,Whatsapp
LD8176,Surat,DEF Academy,4th,Robotics,LinkedIn
LD8177,Ahmedabad,ABC Institute,4th,Web Development,Instagram
LD8178,Kolkata,PQR College,2nd,Robotics,Instagram
LD8179,Pune,GHI University,4th,AI,Google Form
LD8180,Chennai,XYZ University,3rd,AI,Mass-Mailing
LD8181,Mumbai,DEF Academy,2nd,Data Science,College Collaboration
LD8182,Delhi,PQR College,1st,AI,Whatsapp
LD8183,Ahmedabad,DEF Academy,4th,Web Development,LinkedIn
LD8184,Pune,GHI University,3rd,AI,Instagram
LD8185,Delhi,XYZ University,4th,Electric Vehicle,College Collaboration
LD8186,Mumbai,PQR College,2nd,Electric Vehicle,College Collaboration
LD8187,Pune,PQR College,3rd,Electric Vehicle,Mass-Mailing
LD8188,Kolkata,XYZ University,4th,Electric Vehicle,LinkedIn
LD8189,Kolkata,DEF Academy,4th,AI,College Collaboration
LD8190,Chennai,XYZ University,2nd,Data Science,LinkedIn
LD8191,Surat,GHI University,4th,Electric Vehicle,Instagram
LD8192,Pune,GHI University,2nd,AI,Whatsapp
LD8193,Chennai,PQR College,2nd,Robotics,Mass-Mailing
LD8194,Pune,GHI University,3rd,Data Science,Whatsapp
LD8195,Chennai,PQR College,3rd,Web Development,Instagram
LD8196,Kolkata,ABC Institute,1st,Web Development,College Collaboration
LD8197,Kolkata,ABC Institute,1st,Data Science,Whatsapp
LD8198,Ahmedabad,PQR College,2nd,Data Science,College Collaboration
LD8199,Chennai,PQR College,4th,Robotics,LinkedIn
LD8200,Kolkata,XYZ University,3rd,Electric Vehicle,Whatsapp
LD8201,Ahmedabad,DEF Academy,4th,Robotics,Mass-Mailing
LD8202,Surat,ABC Institute,1st,Data Science,College Collaboration
LD8203,Ahmedabad,XYZ University,4th,Electric Vehicle,Whatsapp
LD8204,Surat,XYZ University,2nd,Robotics,Google Form
LD8205,Mumbai,PQR College,1st,AI,Mass-Mailing
LD8206,Delhi,ABC Institute,4th,Web Development,Whatsapp
LD8207,Chennai,ABC Institute,3rd,Robotics,Whatsapp
LD8208,Surat,ABC Institute,3rd,Robotics,College Collaboration
LD8209,Delhi,ABC Institute,2nd,Web Development,LinkedIn
LD8210,Pune,ABC Institute,2nd,Data Science,Google Form
LD8211,Mumbai,DEF Academy,2nd,AI,Instagram
LD8212,Delhi,DEF Academy,4th,Robotics,Whatsapp
LD8213,Chennai,PQR College,4th,Web Development,Instagram
LD8214,Surat,ABC Institute,1st,Web Development,LinkedIn
LD8215,Kolkata,DEF Academy,4th,Web Development,Instagram
LD8216,Surat,ABC Institute,1st,Robotics,LinkedIn
LD8217,Ahmedabad,PQR College,1st,Web Development,Google Form
LD8218,Pune,PQR College,1st,Electric Vehicle,LinkedIn
LD8219,Surat,ABC Institute,1st,Robotics,LinkedIn
LD8220,Mumbai,GHI University,2nd,Web Development,Google Form
LD8221,Kolkata,ABC Institute,2nd,Robotics,LinkedIn
LD8222,Chennai,ABC Institute,4th,Robotics,Mass-Mailing
LD8223,Chennai,GHI University,3rd,Data Science,Google Form
LD8224,Delhi,ABC Institute,2nd,Data Science,College Collaboration
LD8225,Mumbai,GHI University,3rd,Data Science,LinkedIn
LD8226,Kolkata,DEF Academy,2nd,Data Science,College Collaboration
LD8227,Kolkata,PQR College,4th,AI,Mass-Mailing
LD8228,Ahmedabad,GHI University,1st,Electric Vehicle,LinkedIn
LD8229,Mumbai,GHI University,3rd,Data Science,Mass-Mailing
LD8230,Ahmedabad,DEF Academy,4th,Web Development,Whatsapp
LD8231,Surat,PQR College,4th,Robotics,College Collaboration
LD8232,Kolkata,XYZ University,1st,Robotics,Whatsapp
LD8233,Pune,XYZ University,2nd,Web Development,Google Form
LD8234,Delhi,XYZ University,2nd,AI,LinkedIn
LD8235,Ahmedabad,GHI University,3rd,Data Science,Whatsapp
LD8236,Delhi,DEF Academy,2nd,Electric Vehicle,College Collaboration
LD8237,Chennai,XYZ University,3rd,Electric Vehicle,College Collaboration
LD8238,Delhi,DEF Academy,3rd,Robotics,College Collaboration
LD8239,Delhi,XYZ University,1st,Web Development,Whatsapp
LD8240,Ahmedabad,GHI University,4th,Data Science,Google Form
LD8241,Mumbai,PQR College,3rd,Web Development,Google Form
LD8242,Chennai,ABC Institute,3rd,AI,Google Form
LD8243,Pune,GHI University,4th,AI,LinkedIn
LD8244,Surat,XYZ University,3rd,AI,LinkedIn
LD8245,Pune,XYZ University,1st,Web Development,College Collaboration
LD8246,Chennai,DEF Academy,4th,Data Science,Whatsapp
LD8247,Mumbai,DEF Academy,3rd,Robotics,Mass-Mailing
LD8248,Kolkata,PQR College,3rd,Robotics,LinkedIn
LD8249,Pune,PQR College,1st,AI,Instagram
LD8250,Surat,PQR College,3rd,Web Development,LinkedIn
LD8251,Kolkata,PQR College,4th,AI,Mass-Mailing
LD8252,Ahmedabad,DEF Academy,3rd,Data Science,Google Form
LD8253,Mumbai,GHI University,2nd,Web Development,Instagram
LD8254,Surat,ABC Institute,4th,Robotics,LinkedIn
LD8255,Ahmedabad,ABC Institute,3rd,AI,LinkedIn
LD8256,Ahmedabad,DEF Academy,3rd,AI,Mass-Mailing
LD8257,Ahmedabad,GHI University,3rd,Robotics,LinkedIn
LD8258,Kolkata,XYZ University,2nd,Data Science,Google Form
LD8259,Mumbai,PQR College,1st,Data Science,Mass-Mailing
LD8260,Kolkata,PQR College,1st,Web Development,Google Form
LD8261,Mumbai,ABC Institute,4th,Web Development,Whatsapp
LD8262,Delhi,XYZ University,4th,AI,LinkedIn
LD8263,Chennai,GHI University,2nd,Data Science,Mass-Mailing
LD8264,Ahmedabad,PQR College,4th,Electric Vehicle,Whatsapp
LD8265,Delhi,ABC Institute,3rd,Web Development,Mass-Mailing
LD8266,Delhi,DEF Academy,1st,Robotics,College Collaboration
LD8267,Chennai,GHI University,2nd,Web Development,LinkedIn
LD8268,Delhi,GHI University,3rd,Web Development,Google Form
LD8269,Delhi,XYZ University,2nd,AI,Whatsapp
LD8270,Mumbai,ABC Institute,4th,AI,Google Form
LD8271,Chennai,DEF Academy,1st,Electric Vehicle,Whatsapp
LD8272,Pune,GHI University,3rd,Data Science,Mass-Mailing
LD8273,Delhi,PQR College,4th,AI,Google Form
LD8274,Delhi,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD8275,Kolkata,GHI University,1st,Electric Vehicle,Whatsapp
LD8276,Pune,ABC Institute,1st,Electric Vehicle,Whatsapp
LD8277,Delhi,PQR College,1st,Web Development,College Collaboration
LD8278,Kolkata,GHI University,3rd,Robotics,Instagram
LD8279,Ahmedabad,ABC Institute,1st,Electric Vehicle,Instagram
LD8280,Ahmedabad,PQR College,2nd,Data Science,Whatsapp
LD8281,Ahmedabad,PQR College,3rd,AI,Instagram
LD8282,Mumbai,PQR College,3rd,AI,Whatsapp
LD8283,Surat,DEF Academy,1st,Electric Vehicle,LinkedIn
LD8284,Delhi,GHI University,3rd,AI,Mass-Mailing
LD8285,Mumbai,PQR College,4th,Data Science,Google Form
LD8286,Ahmedabad,PQR College,4th,AI,Mass-Mailing
LD8287,Pune,ABC Institute,4th,AI,Mass-Mailing
LD8288,Kolkata,GHI University,2nd,Robotics,College Collaboration
LD8289,Chennai,ABC Institute,3rd,Electric Vehicle,LinkedIn
LD8290,Mumbai,ABC Institute,2nd,AI,Google Form
LD8291,Delhi,GHI University,3rd,Data Science,Google Form
LD8292,Chennai,DEF Academy,4th,Web Development,Instagram
LD8293,Pune,DEF Academy,1st,Web Development,Google Form
LD8294,Kolkata,ABC Institute,2nd,Web Development,College Collaboration
LD8295,Kolkata,XYZ University,1st,AI,Whatsapp
LD8296,Ahmedabad,GHI University,1st,Electric Vehicle,Google Form
LD8297,Mumbai,ABC Institute,2nd,AI,Mass-Mailing
LD8298,Chennai,GHI University,1st,Data Science,LinkedIn
LD8299,Kolkata,DEF Academy,4th,Data Science,Instagram
LD8300,Pune,PQR College,4th,Web Development,College Collaboration
LD8301,Chennai,ABC Institute,3rd,Electric Vehicle,Instagram
LD8302,Pune,ABC Institute,2nd,AI,Mass-Mailing
LD8303,Kolkata,GHI University,4th,AI,LinkedIn
LD8304,Kolkata,DEF Academy,2nd,Electric Vehicle,Google Form
LD8305,Pune,PQR College,3rd,Data Science,Mass-Mailing
LD8306,Pune,ABC Institute,3rd,Robotics,Mass-Mailing
LD8307,Mumbai,PQR College,3rd,Robotics,LinkedIn
LD8308,Kolkata,ABC Institute,1st,Data Science,Google Form
LD8309,Pune,PQR College,2nd,Data Science,Mass-Mailing
LD8310,Mumbai,XYZ University,3rd,Electric Vehicle,Mass-Mailing
LD8311,Kolkata,DEF Academy,2nd,Data Science,Whatsapp
LD8312,Ahmedabad,PQR College,2nd,Web Development,Whatsapp
LD8313,Ahmedabad,ABC Institute,4th,Robotics,Mass-Mailing
LD8314,Pune,ABC Institute,2nd,Web Development,College Collaboration
LD8315,Mumbai,PQR College,3rd,Web Development,Mass-Mailing
LD8316,Kolkata,GHI University,3rd,Web Development,Whatsapp
LD8317,Pune,XYZ University,4th,Electric Vehicle,College Collaboration
LD8318,Ahmedabad,DEF Academy,4th,Electric Vehicle,Mass-Mailing
LD8319,Chennai,ABC Institute,1st,Robotics,College Collaboration
LD8320,Mumbai,PQR College,4th,Electric Vehicle,Mass-Mailing
LD8321,Ahmedabad,PQR College,2nd,AI,LinkedIn
LD8322,Mumbai,GHI University,4th,Data Science,LinkedIn
LD8323,Mumbai,ABC Institute,3rd,AI,College Collaboration
LD8324,Surat,XYZ University,3rd,Electric Vehicle,Mass-Mailing
LD8325,Ahmedabad,GHI University,1st,Web Development,Instagram
LD8326,Delhi,GHI University,3rd,Robotics,Whatsapp
LD8327,Delhi,GHI University,1st,Electric Vehicle,College Collaboration
LD8328,Surat,XYZ University,3rd,Robotics,LinkedIn
LD8329,Kolkata,GHI University,1st,Data Science,LinkedIn
LD8330,Delhi,XYZ University,4th,Robotics,Whatsapp
LD8331,Chennai,DEF Academy,3rd,Data Science,Whatsapp
LD8332,Delhi,PQR College,4th,Electric Vehicle,Google Form
LD8333,Surat,ABC Institute,3rd,Data Science,Instagram
LD8334,Mumbai,XYZ University,4th,Robotics,LinkedIn
LD8335,Surat,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD8336,Kolkata,ABC Institute,4th,Data Science,Instagram
LD8337,Surat,XYZ University,3rd,Robotics,LinkedIn
LD8338,Chennai,XYZ University,3rd,AI,Instagram
LD8339,Pune,XYZ University,3rd,Data Science,Google Form
LD8340,Surat,PQR College,2nd,Electric Vehicle,Instagram
LD8341,Kolkata,PQR College,2nd,Electric Vehicle,Mass-Mailing
LD8342,Delhi,GHI University,3rd,Web Development,Instagram
LD8343,Delhi,PQR College,4th,Robotics,Instagram
LD8344,Pune,XYZ University,3rd,Web Development,Mass-Mailing
LD8345,Surat,XYZ University,3rd,Robotics,College Collaboration
LD8346,Chennai,XYZ University,4th,Web Development,Instagram
LD8347,Kolkata,GHI University,2nd,AI,LinkedIn
LD8348,Chennai,PQR College,2nd,Web Development,Google Form
LD8349,Pune,XYZ University,3rd,Data Science,Whatsapp
LD8350,Chennai,GHI University,2nd,AI,Mass-Mailing
LD8351,Mumbai,XYZ University,4th,Data Science,Mass-Mailing
LD8352,Surat,ABC Institute,4th,AI,Whatsapp
LD8353,Delhi,ABC Institute,4th,AI,College Collaboration
LD8354,Delhi,PQR College,4th,AI,Mass-Mailing
LD8355,Delhi,XYZ University,1st,Robotics,Whatsapp
LD8356,Surat,ABC Institute,2nd,AI,LinkedIn
LD8357,Surat,DEF Academy,1st,Robotics,Whatsapp
LD8358,Surat,DEF Academy,3rd,Data Science,LinkedIn
LD8359,Ahmedabad,PQR College,4th,AI,Google Form
LD8360,Surat,PQR College,3rd,Web Development,Whatsapp
LD8361,Kolkata,ABC Institute,4th,Robotics,Google Form
LD8362,Mumbai,DEF Academy,2nd,Web Development,LinkedIn
LD8363,Kolkata,GHI University,3rd,Electric Vehicle,LinkedIn
LD8364,Ahmedabad,GHI University,1st,Web Development,Google Form
LD8365,Delhi,GHI University,2nd,AI,Mass-Mailing
LD8366,Chennai,GHI University,3rd,Web Development,Google Form
LD8367,Surat,DEF Academy,1st,AI,LinkedIn
LD8368,Surat,ABC Institute,4th,Electric Vehicle,LinkedIn
LD8369,Mumbai,DEF Academy,4th,Data Science,Google Form
LD8370,Mumbai,DEF Academy,3rd,AI,Mass-Mailing
LD8371,Mumbai,DEF Academy,1st,Web Development,Google Form
LD8372,Kolkata,XYZ University,2nd,Web Development,Mass-Mailing
LD8373,Ahmedabad,ABC Institute,3rd,Electric Vehicle,LinkedIn
LD8374,Surat,XYZ University,3rd,Electric Vehicle,Mass-Mailing
LD8375,Chennai,GHI University,1st,Web Development,Mass-Mailing
LD8376,Mumbai,XYZ University,2nd,Data Science,College Collaboration
LD8377,Surat,DEF Academy,4th,Web Development,Google Form
LD8378,Kolkata,PQR College,1st,Electric Vehicle,College Collaboration
LD8379,Mumbai,ABC Institute,2nd,Web Development,Whatsapp
LD8380,Surat,GHI University,3rd,Electric Vehicle,Whatsapp
LD8381,Chennai,ABC Institute,2nd,Robotics,LinkedIn
LD8382,Chennai,GHI University,3rd,AI,College Collaboration
LD8383,Mumbai,PQR College,2nd,Data Science,LinkedIn
LD8384,Delhi,ABC Institute,3rd,Robotics,College Collaboration
LD8385,Ahmedabad,PQR College,2nd,Robotics,Mass-Mailing
LD8386,Mumbai,XYZ University,1st,Web Development,Mass-Mailing
LD8387,Pune,ABC Institute,3rd,AI,Instagram
LD8388,Pune,ABC Institute,3rd,Web Development,Instagram
LD8389,Pune,DEF Academy,4th,Data Science,Google Form
LD8390,Mumbai,GHI University,3rd,AI,Whatsapp
LD8391,Pune,DEF Academy,3rd,Web Development,Google Form
LD8392,Delhi,DEF Academy,3rd,Data Science,College Collaboration
LD8393,Pune,XYZ University,1st,Electric Vehicle,Instagram
LD8394,Surat,PQR College,4th,Robotics,Mass-Mailing
LD8395,Surat,DEF Academy,2nd,Electric Vehicle,Instagram
